raw_row_number,date,time,location,lat,lng,sector,subject_age,subject_race,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,outcome,vehicle_registration_state,raw_race
81,2015-12-19,19:58:00,"2000 BLK E 4TH ST, BEAVER DAM, KY, 42320",37.7775928,-87.0877673,BRAVO,43,white,male,78540037a6,vehicular,ONE HEADLIGHT; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
82,2015-12-19,20:24:00,"E 4TH ST AND US 60 BYPASS, OWENSBORO, KY, 42303",37.7794471,-87.0838256,BRAVO,50,white,male,78540037a6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
83,2015-12-19,20:45:00,"E 4TH ST AND W HIGHLAND AVE, OWENSBORO, KY, 42301",37.7747419,-87.0935807,BRAVO,18,black,male,78540037a6,vehicular,SPEEDING 10 MPH OVER LIMIT; FAILURE TO PRODUCE INSURANCE CARD; DRUG PARAPHERLIA - BUY/POSSESS; POSS OF MARIJUAPOSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED; PERSON 18-20 POSS/PURCH/ATT PURCH/ HAVE ANOTHER PURCH ALCOHOL,FALSE,TRUE,citation,KY,BLACK
84,2016-01-31,11:24:00,"E 4TH ST AND WING AVE, PHILPOT, KY, 42366",37.7742314,-87.0955045,BRAVO,48,white,male,78540037a6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
85,2016-01-31,11:42:00,"E 4TH ST AND WING AVE, OWENSBORO, KY, 42301",37.7742684,-87.0955525,BRAVO,22,white,male,78540037a6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
86,2016-01-31,12:05:00,"E 4TH ST AND HATHAWAY ST, OWENSBORO, KY, 42303",37.7732805,-87.1007126,BRAVO,34,white,male,78540037a6,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
87,2016-01-31,12:56:00,"TAMARACK RD AND CARTER RD, UTICA, KY, 42376",37.7344082,-87.1574652,ECHO,37,white,male,78540037a6,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
88,2016-01-31,23:38:00,"300 BLK E 24TH ST, OWENSBORO, KY, 42301",37.7527745,-87.1055523,DELTA,22,black,male,78540037a6,vehicular,REAR LICENSE NOT ILLUMITED; FAILURE TO PRODUCE INSURANCE CARD; NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,BLACK
89,2016-02-01,00:14:00,"W PARRISH AVE AND MCFARLAND AVE, OWENSBORO, KY, 42301",37.7573734,-87.1471192,CHARLIE,18,black,male,78540037a6,vehicular,ONE HEADLIGHT; FAILURE TO PRODUCE INSURANCE CARD; LICENSE TO BE IN POSSESSION,FALSE,TRUE,citation,KY,BLACK
90,2016-02-26,16:14:00,"BRECKENRIDGE ST AND E 4TH ST, OWENSBORO, KY, 42301",37.7733785,-87.0995755,BRAVO,22,white,female,78540037a6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
91,2016-02-26,16:53:00,"E 4TH ST AND WING AVE, OWENSBORO, KY, 42303",37.7742311,-87.0955282,BRAVO,29,white,female,78540037a6,vehicular,FAILURE TO PRODUCE INSURANCE CARD; IMPROPER DISPLAY OF REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
92,2016-02-26,17:04:00,"E 4TH ST AND WING AVE, OWENSBORO, KY, 42303",37.7742877,-87.0955055,BRAVO,53,white,female,78540037a6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
93,2016-02-26,17:24:00,"E 4TH ST AND MAPLEWOOD DR, UTICA, KY, 42376",37.7754256,-87.0915348,BRAVO,45,white,female,78540037a6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
94,2016-02-26,17:58:00,"E 2ND ST AND TRIPPLET ST, OWENSBORO, KY, 42303",37.7752802,-87.1042841,BRAVO,21,white,male,78540037a6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,IN,WHITE
95,2016-02-26,18:37:00,"E 2ND ST AND TRIPLETT ST, HARDINSBURG, KY, 40143",37.7752435,-87.1043179,BRAVO,22,white,male,78540037a6,vehicular,ONE HEADLIGHT; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
96,2016-02-26,19:04:00,"W 2ND ST AND FREDERICA ST, OWENSBORO, KY, 42301",37.7747701,-87.1135428,BRAVO,22,white,female,78540037a6,vehicular,ONE HEADLIGHT; LICENSE TO BE IN POSSESSION,FALSE,TRUE,citation,KY,WHITE
97,2016-02-26,19:27:00,"800 BLK E 18TH ST, OWENSBORO, KY, 42301",37.7603956,-87.0888897,DELTA,48,white,female,78540037a6,vehicular,CARELESS DRIVING,FALSE,TRUE,citation,KY,WHITE
98,2015-09-30,08:11:00,"2300 W PARRISH AVE, OWENSBORO, KY, 42303",37.7639186,-87.1124333,BRAVO,18,white,male,675a1fe165,vehicular,SPEEDING 20 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
99,2015-10-26,10:54:00,"2500 W PARRISH AVE, OWENSBORO, KY, 42301",37.7583207,-87.1411487,CHARLIE,29,white,female,675a1fe165,vehicular,SPEEDING 17 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
100,2015-11-02,13:33:00,"2400 W PARRISH AVE, OWENSBORO, KY, 42303",37.7579307,-87.1438988,CHARLIE,21,white,male,675a1fe165,vehicular,SPEEDING 13 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
101,2015-11-03,08:21:00,"2100 TAMARACK RD, OWENSBORO, KY, 42301",37.7326848,-87.1405504,SOUTHWEST,28,white,male,675a1fe165,vehicular,SPEEDING 14 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
102,2015-09-18,09:36:00,"2400 MAYFAIR AVE, OWENSBORO, KY, 42301",37.7497888,-87.1223808,CHARLIE,39,white,female,04c67ce351,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF; NO OPERATORS-MOPED LICENSE",FALSE,TRUE,citation,KY,WHITE
103,2015-09-01,23:36:00,"STARLITE DR / N YORK ST, OWENSBORO, KY, 42301",37.7562911,-87.1503827,CHARLIE,20,black,male,2de396d1db,vehicular,OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,BLACK
104,2015-09-05,23:11:00,"W 7TH ST / FOUST AVE, OWENSBORO, KY, 42301",37.7681243,-87.1327523,ALPHA,23,black,male,2de396d1db,vehicular,OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,BLACK
105,2015-09-21,00:01:00,"W 2ND ST DUBLIN LN, OWENSBORO, KY, 42303",37.7748724,-87.1117979,BRAVO,18,black,male,2de396d1db,vehicular,OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,BLACK
106,2015-09-28,04:49:00,"W 9TH ST / MAPLE ST, OWENSBORO, KY, 42301",37.7662535,-87.1448552,ALPHA,44,white,male,2de396d1db,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
107,2015-10-10,23:28:00,"CARTER RD / BAYBROOK, OLATON, KY, 42361",37.7060102,-87.1634846,SOUTHWEST,21,white,male,2de396d1db,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
108,2015-11-21,02:42:00,"300 CENTER ST, OWENSBORO, KY, 42303",37.7551232,-87.1002722,DELTA,36,white,male,2de396d1db,vehicular,IMPROPER EQUIPMENT; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
109,2015-12-04,05:27:00,"WALNUT ST / W 8TH ST, OWENSBORO, KY, 42301",37.7750504,-87.1182428,ALPHA,35,white,male,2de396d1db,vehicular,NO OPERATORS-MOPED LICENSE; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
110,2015-12-13,00:38:00,"W PARRISH AVE / WAVERLY PL, CROMWELL, KY, 42333",37.7639186,-87.1124333,BRAVO,28,white,male,2de396d1db,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
111,2015-09-09,16:27:00,"AUDUBON AVE/ W 9TH ST, OWENSBORO, KY, 42301",37.7658791,-87.1272624,CHARLIE,30,white,male,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
112,2015-09-15,17:12:00,"CARTER RD/ W 4TH ST, OWENSBORO, KY, 42301",37.7725556,-87.1485848,ALPHA,22,white,male,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
113,2015-09-15,20:13:00,"WERNER AVE/ W PARRISH AVE, OWENSBORO, KY, 42301",37.7598152,-87.1301688,CHARLIE,36,white,male,d8167f8260,vehicular,CARELESS DRIVING; NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,WHITE
114,2015-09-24,20:42:00,"BARRON DR/ CARTER RD, OWENSBORO, KY, 42303",37.7455113,-87.1479393,CHARLIE,42,white,female,d8167f8260,vehicular,NO REGISTRATION PLATES; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
115,2015-10-03,16:45:00,"W PARRISH AVE/ FREDERICA ST, OWENSBORO, KY, 42301",37.7639023,-87.1125044,BRAVO,40,black,male,d8167f8260,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,BLACK
116,2015-10-28,15:18:00,"W PARRISH AVE/ BOSLEY RD, WAYNESBORO, TN, 38485",37.7589149,-87.1351399,CHARLIE,36,white,male,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,TN,WHITE
117,2015-10-20,16:41:00,"1900 ALEXANDER AVE, OWENSBORO, KY, 42303",37.7587609,-87.0891761,DELTA,35,black,male,fbd3670efb,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED; NO OPERATORS-MOPED LICENSE; NO BRAKE LIGHTS (PASSENGER VEHICLES),TRUE,TRUE,arrest,KY,BLACK
118,2016-01-02,22:15:00,"2300 MCFARLAND AVE, OWENSBORO, KY, 42301",37.7614447,-87.140626,ALPHA,20,white,male,fbd3670efb,vehicular,"OPERATING ON SUS OR REV OPER LICENSE; NO REGISTRATION PLATES; FAILURE OF NON-OWNER OPERATOR TO MAINTAIN REQ INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
119,2015-12-01,23:58:00,"FREDERICA ST, OWENSBORO, KY, 42303",37.7513012,-87.1116507,CHARLIE,27,white,female,e8738d9291,vehicular,"OPER MTR VEH U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM), 2ND; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED",TRUE,TRUE,arrest,KY,WHITE
120,2015-12-31,09:08:00,"600 BLOCK CARTER RD, OWENSBORO, KY, 42301",37.769154,-87.1490694,ALPHA,61,white,male,e8738d9291,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
121,2016-02-10,11:23:00,"MALLARD CREEK DR & JR MILLER BLVD, OWENSBORO, KY, 42303",37.7344829,-87.1093175,FOX,23,white,female,e8738d9291,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF,TRUE,TRUE,arrest,KY,WHITE
122,2016-03-03,10:19:00,"W 2ND ST & ORCHARD ST, OWENSBORO, KY, 42301",37.7741336,-87.1251896,ALPHA,50,black,male,e8738d9291,vehicular,NO OPERATORS-MOPED LICENSE; OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 2ND OFF,TRUE,TRUE,arrest,KY,BLACK
123,2016-03-22,09:35:00,"E PARRISH AVE, OWENSBORO, KY, 42303",37.7652431,-87.0985703,DELTA,24,black,male,8302d335a6,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; OPERATING ON SUS OR REV OPER LICENSE; IMPROPER PASSING; POSS OF MARIJUADRUG PARAPHERLIA - BUY/POSSESS,TRUE,TRUE,arrest,KY,BLACK
124,2016-03-23,10:21:00,"1100 CARTER RD, OWENSBORO, KY",37.7618339,-87.1473343,ALPHA,36,white,male,8302d335a6,vehicular,FAILURE TO WEAR SEAT BELTS; OPERATING ON SUS OR REV OPER LICENSE; OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 2ND OFF,TRUE,TRUE,arrest,KY,WHITE
125,2015-09-06,00:08:00,"800 E PARRISH AVE, OWENSBORO, KY, 42301",37.7651556,-87.1015541,DELTA,29,white,male,9da482097d,vehicular,"CARELESS DRIVING; NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF; DISPLAY OR POSS OF CANCELLED OR FICTITIOUS OPER LI; NO OPERATORS-MOPED LICENSE",FALSE,TRUE,citation,KY,WHITE
126,2015-09-07,19:52:00,"1900 MCFARLAND AVE, OWENSBORO, KY, 42303",37.7631031,-87.1353458,ALPHA,25,white,female,9da482097d,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
127,2015-09-23,14:15:00,"400 DAVIESS ST, CENTERTOWN, KY, 42328",37.7727378,-87.109854,BRAVO,59,white,female,9da482097d,vehicular,LICENSE TO BE IN POSSESSION; NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
128,2015-10-03,17:44:00,"900 W 9TH ST, OWENSBORO, KY, 42301",37.7668658,-87.1230221,ALPHA,29,white,male,9da482097d,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
129,2015-10-09,17:26:00,"900 J R MILLER BLVD, OWENSBORO, KY, 42303",37.7676049,-87.108257,BRAVO,57,white,male,9da482097d,vehicular,DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT,FALSE,TRUE,citation,KY,WHITE
130,2015-11-03,18:32:00,"400 CRABTREE AVE, OWENSBORO, KY, 42303",37.7713663,-87.1345401,ALPHA,29,white,female,9da482097d,vehicular,FAILURE TO OR IMPROPER SIGL,FALSE,TRUE,citation,KY,WHITE
131,2015-10-23,02:23:00,"W 15TH ST & FREDERICA ST, OWENSBORO, KY, 42303",37.7620466,-87.1126535,CHARLIE,25,white,male,a15f0f6a81,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF,TRUE,TRUE,arrest,KY,WHITE
132,2015-12-13,12:11:00,"1301 FREDERICA ST, MACEO, KY, 42355",37.7638382,-87.1124132,BRAVO,27,white,female,a15f0f6a81,vehicular,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; ENDANGERING THE WELFARE OF A MINOR; POSS CONT SUB 1ST DEG, 1ST OFF (METHAMPHETAMINE); DRUG PARAPHERLIA - BUY/POSSESS; POSS OF MARIJUAPOSSESSION OF SYNTHETIC DRUGS - CLASS B MISDEMEANOR",TRUE,TRUE,arrest,KY,WHITE
133,2015-09-10,21:06:00,"100 W 4TH ST, OWENSBORO, KY, 42303",37.5392676,-87.2592368,NA,26,white,male,fbd3670efb,vehicular,SPEEDING 26 MPH OR > SPEED LIMIT; RECKLESS DRIVING; GIVING OFFICER FALSE ME OR ADDRESS,FALSE,TRUE,citation,KY,WHITE
134,2016-03-16,16:40:00,"E 25TH ST, OWENSBORO, KY, 42303",37.752106,-87.0993373,DELTA,35,white,male,768c76f178,vehicular,"NO REGISTRATION PLATES; DRIVING ON DUI SUSPENDED LICENSE -1ST OFFENSE; DRUG PARAPHERLIA - BUY/POSSESS; POSS CONT SUB 1ST DEG, 1ST OFF (METHAMPHETAMINE)",TRUE,TRUE,arrest,IN,WHITE
135,2015-09-08,07:26:00,"CRAVENS AVE. AND HOLLY AVE., MORGANTOWN, KY, 42261",37.7677728,-87.1456163,ALPHA,44,white,female,76d03bc638,vehicular,CARELESS DRIVING,FALSE,TRUE,citation,KY,WHITE
136,2015-11-12,15:05:00,"PENNBROOKE AVE AND 8TH STREET, OWENSBORO, KY, 42301",37.7671252,-87.1431111,ALPHA,18,white,male,76d03bc638,vehicular,RECKLESS DRIVING; NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,WHITE
137,2015-11-19,09:23:00,"W PARRISH AVE/ CARTER ROAD, OWENSBORO, KY, 42301",37.7576249,-87.1456387,CHARLIE,52,white,female,76d03bc638,vehicular,DISREGARD-FAIL TO YEILD RIGHT OF WAY,FALSE,TRUE,citation,KY,WHITE
138,2015-12-03,13:10:00,"1670 STARLITE DR, OWENSBORO, KY, 42303",37.7549885,-87.1500871,CHARLIE,68,white,female,76d03bc638,vehicular,"FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
139,2015-09-12,10:56:00,"2200 CARTER RD, THORNTOWN, IN, 46071",37.75082,-87.1469662,CHARLIE,21,white,female,e3f1be0cb8,vehicular,SPEEDING 15 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
140,2015-09-13,13:40:00,"HOLLY AVE & MCFARLAND AVE, OWENSBORO, KY, 42301",37.7600326,-87.1445234,ALPHA,46,black,male,e3f1be0cb8,vehicular,OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,BLACK
141,2015-09-21,07:29:00,"LEWIS LN & ST MARYS AVE, OWENSBORO, KY, 42301",37.7492805,-87.1307925,CHARLIE,85,white,female,e3f1be0cb8,vehicular,SPEEDING 14 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
142,2015-09-26,09:52:00,"CARTER RD AND MCFARLAND AVE, HENDERSON, KY, 42420",37.7593184,-87.146153,ALPHA,48,white,female,e3f1be0cb8,vehicular,DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT,FALSE,TRUE,citation,KY,WHITE
143,2015-09-05,17:03:00,"400 J R MILLER BLVD, ROCKPORT, IN, 57635",37.7724106,-87.1086763,BRAVO,21,white,female,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
144,2015-09-05,20:45:00,"4200 FREDERICA ST, OWENSBORO, KY, 42303",37.723906,-87.1236474,FOX,23,white,female,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
145,2015-09-05,23:29:00,"700 E PARRISH AVE, OWENSBORO, KY, 42301",37.7642013,-87.1085952,DELTA,17,white,male,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
146,2015-09-06,00:14:00,"1300 PEARL ST, OWENSBORO, KY, 42301",37.7636234,-87.1020626,DELTA,32,white,male,77dd92cd7c,vehicular,FAILURE TO OR IMPROPER SIGL; OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; FAILURE TO PRODUCE INSURANCE CARD; POSS OF MARIJUANO REGISTRATION PLATES,TRUE,TRUE,arrest,KY,WHITE
147,2015-09-14,16:13:00,"2800 E PARRISH AVE, OWENSBORO, KY, 42303",37.7582497,-87.0722941,DELTA,32,white,male,77dd92cd7c,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
148,2015-09-18,16:40:00,"2600 E BYERS AVE, OWENSBORO, KY, 42303",37.7534369,-87.07807,DELTA,25,white,male,77dd92cd7c,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,TX,WHITE
149,2015-09-29,18:39:00,"1101 BURLEW BLVD, OWENSBORO, KY, 42301",37.7427971,-87.0907821,FOX,21,white,male,77dd92cd7c,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD; NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,WHITE
150,2015-09-30,13:33:00,"1300 WENDELL FORD EXPY, HENDERSON, KY, 42420",37.7391951,-87.1441806,WEST,29,white,female,77dd92cd7c,vehicular,SPEEDING 15 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
151,2015-10-10,00:46:00,"2109 CHURCHILL CT, OWENSBORO, KY, 42303",37.7610954,-87.0857612,DELTA,39,white,male,77dd92cd7c,vehicular,IMPROPER DISPLAY OF REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD; OPERATING ON SUS OR REV OPER LICENSE; FAILURE TO SURRENDER REVOKED OPERATORS LICENSE,FALSE,TRUE,citation,KY,WHITE
152,2015-10-19,16:16:00,"1100 J R MILLER BLVD, OWENSBORO, KY, 42303",37.7645824,-87.1079909,BRAVO,17,white,male,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
153,2015-10-31,20:35:00,"3400 OLD HARTFORD RD, OWENSBORO, KY, 42303",37.744081,-87.0870935,FOX,30,white,female,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD; NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
154,2015-11-04,16:27:00,"100 E PARRISH AVE, OWENSBORO, KY, 42301",37.7641609,-87.110235,BRAVO,61,black,female,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
155,2015-11-14,00:26:00,"1211 BRECKENRIDGE ST, OWENSBORO, KY, 42303",37.7651272,-87.098556,DELTA,23,black,male,0ae5382cc9,pedestrian,"POSS CONT SUB, 3RD DEGREE - DRUG UNSPECIFIED; TRAF IN MARIJUA ( LESS THAN 8 OZ.) 1ST OFF; DRUG PARAPHERLIA - BUY/POSSESS; FAILURE TO OR IMPROPER SIGL; OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; FAILURE TO PRODUCE INSURANCE CARD",TRUE,TRUE,arrest,KY,BLACK
156,2015-12-13,03:55:00,"2103 GRIFFITH PL W, LOUISVILLE, KY, 40217",37.7538864,-87.1200453,CHARLIE,24,white,male,0ae5382cc9,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 2ND OFF; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED; DRUG PARAPHERLIA - BUY/POSSESS,TRUE,TRUE,arrest,KY,WHITE
157,2015-09-12,13:00:00,"1301 FREDERICA ST, OWENSBORO, KY, 42303",37.763546,-87.1125122,DELTA,62,black,male,38a1f1f154,vehicular,"FAILURE TO WEAR SEAT BELTS; OPER MTR VEH U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM), 2ND; FAILURE TO PRODUCE INSURANCE CARD; OPERATING ON SUS OR REV OPER LICENSE",TRUE,TRUE,arrest,KY,BLACK
158,2015-09-25,17:24:00,"3100 W PARRISH AVE, ISLAND, KY, 42350",37.7542955,-87.1683235,WEST,55,white,male,38a1f1f154,vehicular,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED; ALL OTHER TRAFFIC OFFENSES NOT LISTED; ALL OTHER TRAFFIC OFFENSES NOT LISTED; ALL OTHER TRAFFIC OFFENSES NOT LISTED,TRUE,TRUE,arrest,KY,WHITE
159,2015-09-25,20:18:00,"W 3RD ST & CASTLEN ST, OWENSBORO, KY, 42301",37.7727603,-87.1293017,ALPHA,44,white,female,38a1f1f154,vehicular,"REAR LICENSE NOT ILLUMITED; POSS CONT SUB 1ST DEG, 1ST OFF (METHAMPHETAMINE); POSS OF MARIJUAPOSSESSION OF SYNTHETIC DRUGS - CLASS B MISDEMEANOR; DRUG PARAPHERLIA - BUY/POSSESS",TRUE,TRUE,arrest,KY,WHITE
160,2015-10-22,20:39:00,"2500 FREDERICA ST, OWENSBORO, KY, 42301",37.7506214,-87.1118625,CHARLIE,26,white,male,38a1f1f154,vehicular,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF,TRUE,TRUE,arrest,KY,WHITE
161,2015-10-24,16:19:00,"2760 FREDERICA ST, OWENSBORO, KY, 42301",37.7495992,-87.1122926,CHARLIE,30,white,female,38a1f1f154,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; OPERATING ON SUS OR REV OPER LICENSE; BOOSTER SEAT VIOLATIONS; FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS; GIVING OFFICER FALSE ME OR ADDRESS,TRUE,TRUE,arrest,KY,WHITE
162,2015-11-10,22:30:00,"300 W 9TH ST, OWENSBORO, KY, 42301",37.7673674,-87.1138658,BRAVO,48,black,female,38a1f1f154,vehicular,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; OPERATING ON SUS OR REV OPER LICENSE,TRUE,TRUE,arrest,KY,BLACK
163,2015-11-24,15:10:00,"610 ALLEN ST, OWENSBORO, KY, 42303",37.7703669,-87.1108083,BRAVO,38,white,male,38a1f1f154,vehicular,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; LEAVING SCENE OF ACCIDENT-FAILURE TO RENDER AID OR ASSISTANCE,TRUE,TRUE,arrest,KY,WHITE
164,2015-12-04,15:04:00,"MCFARLAND AVE, OWENSBORO, KY, 42301",37.7621906,-87.1380555,ALPHA,53,black,male,38a1f1f154,vehicular,"OPER MTR VEH U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM), 2ND; FAILURE TO WEAR SEAT BELTS",TRUE,TRUE,arrest,KY,BLACK
165,2015-12-20,20:57:00,199 J R MILLER BLVD,37.7749741,-87.1088621,BRAVO,30,white,male,38a1f1f154,pedestrian,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE; POSS OF MARIJUAGIVING OFFICER FALSE ME OR ADDRESS,TRUE,TRUE,arrest,IL,WHITE
166,2016-01-08,17:17:00,"W BYERS AVE & ALLEN ST, POWDERLY, KY, 42367",37.7404491,-87.1090324,FOX,19,white,male,38a1f1f154,pedestrian,POSS OF MARIJUA,FALSE,TRUE,citation,KY,WHITE
167,2016-01-24,02:52:00,"W PARRISH AVE, OWENSBORO, KY, 42301",37.7576362,-87.1456459,CHARLIE,51,white,male,38a1f1f154,vehicular,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT; NO REGISTRATION PLATES; NO REGISTRATION RECEIPT; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",TRUE,TRUE,arrest,KY,WHITE
